merchant_id,merchant_name,merchant_category,mcc_code,channel,avg_transaction,risk_level,fraud_weight,settlement_type,city,state,latitude,longitude,accepts_upi,accepts_card,accepts_net_banking,merchant_since,is_active
MER003598,PayPal Merchant Kochi Outlet,International,4829,Online,15000,High,35,Instant,Kochi,Kerala,9.9312,76.2673,True,True,True,2021-09-03,True
MER003599,Flipkart Vijayawada Mart,E-Commerce,5942,Online,2200,Low,5,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2024-09-28,True
MER003600,Tanishq Mumbai Services,Jewellery,5094,Offline,75000,High,30,T+2,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2023-04-30,True
MER003601,Steam Bhopal Store,Gaming,5816,Online,1800,Medium,12,Instant,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2015-11-24,True
MER003602,HP Petrol Bhopal Hub,Fuel,5541,Offline,3200,Medium,8,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,False,2024-01-19,True
MER003603,BookMyShow Chennai Outlet,Entertainment,7922,Online,700,Low,3,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2025-01-16,True
MER003604,Croma Visakhapatnam Point,Electronics,5732,Offline,18000,Medium,15,T+2,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2019-11-18,False
MER003605,Google Play Pune Point,App Store,5815,Online,800,Medium,8,Instant,Pune,Maharashtra,18.5204,73.8567,True,True,True,2016-09-25,True
MER003606,Crypto Exchange Thiruvananthapuram Hub,Crypto,6051,Online,50000,Very High,50,Instant,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,False,2022-01-12,True
MER003607,Uber Mumbai Outlet,Ride Sharing,4121,Online,350,Low,4,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2024-05-08,True
MER003608,Rolex Boutique Chennai Hub,Luxury,5944,Offline,450000,High,40,T+3,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2020-10-08,True
MER003609,PayPal Merchant Mumbai Retail,International,4829,Online,15000,High,35,Instant,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2016-09-03,True
MER003610,Rolex Boutique Indore Retail,Luxury,5944,Offline,450000,High,40,T+3,Indore,Madhya Pradesh,22.7196,75.8577,True,True,False,2020-02-11,True
MER003611,Crypto Exchange Delhi Store,Crypto,6051,Online,50000,Very High,50,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2018-08-31,True
MER003612,Bharat Petroleum Lucknow Center,Fuel,5541,Offline,3100,Medium,8,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,False,True,2021-10-27,True
MER003613,Croma Lucknow Outlet,Electronics,5732,Offline,18000,Medium,15,T+2,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2022-08-25,True
MER003614,Tanishq Ahmedabad Point,Jewellery,5094,Offline,75000,High,30,T+2,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2026-07-07,True
MER003615,Amazon India Jaipur Mart,E-Commerce,5942,Online,2500,Low,5,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2025-11-01,True
MER003616,Steam Warangal Outlet,Gaming,5816,Online,1800,Medium,12,Instant,Warangal,Telangana,17.9689,79.5941,True,True,True,2016-09-23,False
MER003617,NGO Donation Warangal Center,Charity,8398,Online,1200,Medium,10,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2023-12-28,True
MER003618,DMart Pune Outlet,Supermarket,5411,Offline,2200,Low,2,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2024-08-10,True
MER003619,Bharat Petroleum Coimbatore Outlet,Fuel,5541,Offline,3100,Medium,8,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2020-05-31,True
MER003620,Apollo Pharmacy Lucknow Point,Pharmacy,5912,Offline,900,Low,2,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2016-05-01,True
MER003621,BookMyShow Warangal Mart,Entertainment,7922,Online,700,Low,3,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2017-03-21,True
MER003622,Tanishq Warangal Services,Jewellery,5094,Offline,75000,High,30,T+2,Warangal,Telangana,17.9689,79.5941,True,True,True,2024-02-11,True
MER003623,IRCTC Bhopal Services,Travel,4112,Online,1800,Low,3,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,False,False,2022-03-26,True
MER003624,Croma Coimbatore Services,Electronics,5732,Offline,18000,Medium,15,T+2,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,False,2018-11-11,True
MER003625,DMart Chandigarh Hub,Supermarket,5411,Offline,2200,Low,2,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2025-01-04,True
MER003626,BookMyShow Hyderabad Hub,Entertainment,7922,Online,700,Low,3,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,True,2016-04-15,True
MER003627,Bharat Petroleum Vijayawada Hub,Fuel,5541,Offline,3100,Medium,8,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2018-12-05,True
MER003628,Google Play Visakhapatnam Outlet,App Store,5815,Online,800,Medium,8,Instant,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2025-08-05,True
MER003629,IRCTC Pune Store,Travel,4112,Online,1800,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2024-02-13,True
MER003630,PayPal Merchant Delhi Hub,International,4829,Online,15000,High,35,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2025-07-16,True
MER003631,Apollo Pharmacy Kolkata Retail,Pharmacy,5912,Offline,900,Low,2,T+1,Kolkata,West Bengal,22.5726,88.3639,True,False,True,2016-01-09,True
MER003632,IRCTC Bhubaneswar Outlet,Travel,4112,Online,1800,Low,3,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,False,2026-07-01,True
MER003633,Bharat Petroleum Visakhapatnam Store,Fuel,5541,Offline,3100,Medium,8,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2016-02-02,True
MER003634,Tanishq Visakhapatnam Center,Jewellery,5094,Offline,75000,High,30,T+2,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,False,2016-07-20,True
MER003635,Steam Hyderabad Store,Gaming,5816,Online,1800,Medium,12,Instant,Hyderabad,Telangana,17.385,78.4867,True,True,True,2025-09-01,True
MER003636,Indian Oil Kolkata Point,Fuel,5541,Offline,3000,Medium,8,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,False,2021-01-10,True
MER003637,PayPal Merchant Kochi Services,International,4829,Online,15000,High,35,Instant,Kochi,Kerala,9.9312,76.2673,True,True,True,2022-02-16,True
MER003638,Google Play Hyderabad Point,App Store,5815,Online,800,Medium,8,Instant,Hyderabad,Telangana,17.385,78.4867,True,True,True,2026-01-14,True
MER003639,NGO Donation Chennai Store,Charity,8398,Online,1200,Medium,10,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2019-12-30,True
MER003640,Apollo Pharmacy Kolkata Store,Pharmacy,5912,Offline,900,Low,2,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2016-01-05,True
MER003641,Rapido Jaipur Hub,Ride Sharing,4121,Online,180,Low,4,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2018-04-20,True
MER003642,OYO Lucknow Store,Hotels,7011,Online,3500,Medium,10,T+2,Lucknow,Uttar Pradesh,26.8467,80.9462,True,False,True,2018-02-20,True
MER003643,Netflix Delhi Outlet,Streaming,4899,Online,649,Low,2,Recurring,Delhi,Delhi,28.6139,77.209,True,True,True,2022-01-01,True
MER003644,Jio Recharge Visakhapatnam Center,Telecom,4814,Online,399,Low,2,Instant,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2025-07-26,True
MER003645,HP Petrol Ahmedabad Hub,Fuel,5541,Offline,3200,Medium,8,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,False,2017-07-20,True
MER003646,Apple App Store Bengaluru Retail,App Store,5815,Online,1200,Medium,8,Instant,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2018-07-26,True
MER003647,Zomato Coimbatore Mart,Food Delivery,5812,Online,500,Low,3,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2023-11-22,True
MER003648,Apple App Store Chennai Outlet,App Store,5815,Online,1200,Medium,8,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2019-12-06,True
MER003649,Croma Lucknow Hub,Electronics,5732,Offline,18000,Medium,15,T+2,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2023-06-14,True
MER003650,Swiggy Mumbai Outlet,Food Delivery,5812,Online,450,Low,3,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2019-09-15,True
MER003651,IRCTC Bhopal Point,Travel,4112,Online,1800,Low,3,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2019-10-17,True
MER003652,OYO Delhi Retail,Hotels,7011,Online,3500,Medium,10,T+2,Delhi,Delhi,28.6139,77.209,True,False,True,2017-01-09,True
MER003653,Apple App Store Coimbatore Mart,App Store,5815,Online,1200,Medium,8,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2023-02-11,True
MER003654,Rapido Nagpur Outlet,Ride Sharing,4121,Online,180,Low,4,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2024-06-05,True
MER003655,OYO Pune Center,Hotels,7011,Online,3500,Medium,10,T+2,Pune,Maharashtra,18.5204,73.8567,True,True,True,2025-08-17,True
MER003656,Rapido Chandigarh Store,Ride Sharing,4121,Online,180,Low,4,T+1,Chandigarh,Chandigarh,30.7333,76.7794,False,True,True,2016-04-08,True
MER003657,Airtel Recharge Pune Hub,Telecom,4814,Online,499,Low,2,Instant,Pune,Maharashtra,18.5204,73.8567,True,True,True,2025-01-18,True
MER003658,Crypto Exchange Kolkata Outlet,Crypto,6051,Online,50000,Very High,50,Instant,Kolkata,West Bengal,22.5726,88.3639,True,False,True,2020-10-26,True
MER003659,Google Play Indore Point,App Store,5815,Online,800,Medium,8,Instant,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2016-09-26,False
MER003660,Rolex Boutique Mumbai Store,Luxury,5944,Offline,450000,High,40,T+3,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2016-06-27,True
MER003661,HP Petrol Nagpur Retail,Fuel,5541,Offline,3200,Medium,8,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2021-10-14,True
MER003662,Rapido Thiruvananthapuram Hub,Ride Sharing,4121,Online,180,Low,4,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2020-11-29,True
MER003663,Bharat Petroleum Delhi Point,Fuel,5541,Offline,3100,Medium,8,T+1,Delhi,Delhi,28.6139,77.209,True,True,False,2015-05-19,True
MER003664,BookMyShow Pune Hub,Entertainment,7922,Online,700,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2017-06-10,True
MER003665,Indian Oil Coimbatore Store,Fuel,5541,Offline,3000,Medium,8,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2017-03-28,True
MER003666,NGO Donation Kochi Hub,Charity,8398,Online,1200,Medium,10,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2018-01-01,True
MER003667,Apollo Pharmacy Warangal Store,Pharmacy,5912,Offline,900,Low,2,T+1,Warangal,Telangana,17.9689,79.5941,True,True,False,2023-09-14,True
MER003668,Air India Thiruvananthapuram Store,Airlines,4511,Online,8500,Medium,10,T+2,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2019-12-03,True
MER003669,IRCTC Chennai Mart,Travel,4112,Online,1800,Low,3,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2020-03-07,True
MER003670,Tanishq Pune Hub,Jewellery,5094,Offline,75000,High,30,T+2,Pune,Maharashtra,18.5204,73.8567,True,True,True,2016-01-14,True
MER003671,Spotify Warangal Services,Streaming,4899,Online,119,Low,2,Recurring,Warangal,Telangana,17.9689,79.5941,True,True,True,2024-04-12,True
MER003672,Indian Oil Kolkata Center,Fuel,5541,Offline,3000,Medium,8,T+1,Kolkata,West Bengal,22.5726,88.3639,False,True,True,2025-01-02,True
MER003673,Apollo Pharmacy Chandigarh Point,Pharmacy,5912,Offline,900,Low,2,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2019-11-22,True
MER003674,OYO Lucknow Services,Hotels,7011,Online,3500,Medium,10,T+2,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2022-02-20,True
MER003675,Crypto Exchange Coimbatore Store,Crypto,6051,Online,50000,Very High,50,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2019-12-29,True
MER003676,Zomato Delhi Outlet,Food Delivery,5812,Online,500,Low,3,T+1,Delhi,Delhi,28.6139,77.209,True,True,False,2019-09-11,True
MER003677,HP Petrol Ahmedabad Retail,Fuel,5541,Offline,3200,Medium,8,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2016-02-26,True
MER003678,Uber Mumbai Retail,Ride Sharing,4121,Online,350,Low,4,T+1,Mumbai,Maharashtra,19.076,72.8777,True,False,False,2022-03-28,True
MER003679,Apple App Store Kochi Center,App Store,5815,Online,1200,Medium,8,Instant,Kochi,Kerala,9.9312,76.2673,True,False,True,2023-10-29,True
MER003680,Croma Chennai Retail,Electronics,5732,Offline,18000,Medium,15,T+2,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2025-02-06,True
MER003681,Rapido Pune Store,Ride Sharing,4121,Online,180,Low,4,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2021-10-14,True
MER003682,Swiggy Delhi Outlet,Food Delivery,5812,Online,450,Low,3,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2025-08-11,True
MER003683,Uber Jaipur Outlet,Ride Sharing,4121,Online,350,Low,4,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2024-06-29,True
MER003684,Indian Oil Warangal Hub,Fuel,5541,Offline,3000,Medium,8,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2019-11-21,True
MER003685,Jio Recharge Ahmedabad Services,Telecom,4814,Online,399,Low,2,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2019-09-03,True
MER003686,Spotify Bhopal Services,Streaming,4899,Online,119,Low,2,Recurring,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2018-08-05,True
MER003687,Amazon India Kochi Mart,E-Commerce,5942,Online,2500,Low,5,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2019-09-04,True
MER003688,Airtel Recharge Warangal Mart,Telecom,4814,Online,499,Low,2,Instant,Warangal,Telangana,17.9689,79.5941,True,True,True,2021-10-28,True
MER003689,Apollo Pharmacy Jaipur Center,Pharmacy,5912,Offline,900,Low,2,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2023-05-13,True
MER003690,Crypto Exchange Ahmedabad Services,Crypto,6051,Online,50000,Very High,50,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2024-09-15,True
MER003691,Steam Kolkata Store,Gaming,5816,Online,1800,Medium,12,Instant,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2023-08-15,True
MER003692,Swiggy Bengaluru Outlet,Food Delivery,5812,Online,450,Low,3,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2023-01-01,True
MER003693,PayPal Merchant Jaipur Retail,International,4829,Online,15000,High,35,Instant,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2017-07-30,True
MER003694,Flipkart Nagpur Point,E-Commerce,5942,Online,2200,Low,5,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2018-09-18,True
MER003695,Google Play Coimbatore Retail,App Store,5815,Online,800,Medium,8,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2021-06-06,True
MER003696,IRCTC Pune Retail,Travel,4112,Online,1800,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2025-10-03,True
MER003697,Netflix Hyderabad Store,Streaming,4899,Online,649,Low,2,Recurring,Hyderabad,Telangana,17.385,78.4867,True,True,True,2025-12-02,True
MER003698,Rolex Boutique Lucknow Outlet,Luxury,5944,Offline,450000,High,40,T+3,Lucknow,Uttar Pradesh,26.8467,80.9462,True,False,True,2017-10-24,True
MER003699,Croma Bhubaneswar Outlet,Electronics,5732,Offline,18000,Medium,15,T+2,Bhubaneswar,Odisha,20.2961,85.8245,True,False,False,2015-08-23,True
MER003700,Uber Visakhapatnam Hub,Ride Sharing,4121,Online,350,Low,4,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,False,2015-08-31,True
MER003701,Bharat Petroleum Hyderabad Hub,Fuel,5541,Offline,3100,Medium,8,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,True,2019-03-26,True
MER003702,IRCTC Indore Point,Travel,4112,Online,1800,Low,3,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2024-04-26,True
MER003703,Google Play Jaipur Retail,App Store,5815,Online,800,Medium,8,Instant,Jaipur,Rajasthan,26.9124,75.7873,True,False,True,2020-05-24,True
MER003704,PayPal Merchant Chandigarh Store,International,4829,Online,15000,High,35,Instant,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2019-12-09,True
MER003705,Indian Oil Jaipur Store,Fuel,5541,Offline,3000,Medium,8,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,False,True,2024-06-30,True
MER003706,OYO Vijayawada Hub,Hotels,7011,Online,3500,Medium,10,T+2,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2025-08-21,True
MER003707,OYO Kochi Retail,Hotels,7011,Online,3500,Medium,10,T+2,Kochi,Kerala,9.9312,76.2673,True,True,True,2024-01-20,True
MER003708,Indian Oil Lucknow Outlet,Fuel,5541,Offline,3000,Medium,8,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2022-11-10,True
MER003709,Steam Coimbatore Outlet,Gaming,5816,Online,1800,Medium,12,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2021-11-21,True
MER003710,DMart Ahmedabad Hub,Supermarket,5411,Offline,2200,Low,2,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2025-12-24,True
MER003711,Spotify Chandigarh Hub,Streaming,4899,Online,119,Low,2,Recurring,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2023-01-01,True
MER003712,Flipkart Indore Hub,E-Commerce,5942,Online,2200,Low,5,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2018-07-17,True
MER003713,Swiggy Hyderabad Point,Food Delivery,5812,Online,450,Low,3,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,False,2017-01-29,True
MER003714,Steam Delhi Store,Gaming,5816,Online,1800,Medium,12,Instant,Delhi,Delhi,28.6139,77.209,True,False,False,2022-04-03,True
MER003715,Zomato Chandigarh Mart,Food Delivery,5812,Online,500,Low,3,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2019-09-03,True
MER003716,IRCTC Chandigarh Outlet,Travel,4112,Online,1800,Low,3,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,False,True,2023-12-16,True
MER003717,Tanishq Bhopal Mart,Jewellery,5094,Offline,75000,High,30,T+2,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2021-09-29,True
MER003718,Jio Recharge Thiruvananthapuram Center,Telecom,4814,Online,399,Low,2,Instant,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,False,2021-03-10,True
MER003719,Indian Oil Pune Retail,Fuel,5541,Offline,3000,Medium,8,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2019-06-10,True
MER003720,PayPal Merchant Delhi Retail,International,4829,Online,15000,High,35,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2025-06-19,True
MER003721,DMart Delhi Services,Supermarket,5411,Offline,2200,Low,2,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2021-06-29,True
MER003722,Spotify Ahmedabad Services,Streaming,4899,Online,119,Low,2,Recurring,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2024-07-12,True
MER003723,Apple App Store Coimbatore Center,App Store,5815,Online,1200,Medium,8,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2016-02-27,True
MER003724,BookMyShow Mumbai Point,Entertainment,7922,Online,700,Low,3,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2016-11-21,True
MER003725,Apple App Store Visakhapatnam Retail,App Store,5815,Online,1200,Medium,8,Instant,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2018-10-31,True
MER003726,Airtel Recharge Delhi Store,Telecom,4814,Online,499,Low,2,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2017-03-08,True
MER003727,Rapido Thiruvananthapuram Hub,Ride Sharing,4121,Online,180,Low,4,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2022-06-01,True
MER003728,HP Petrol Nagpur Store,Fuel,5541,Offline,3200,Medium,8,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2018-03-15,True
MER003729,Google Play Kochi Center,App Store,5815,Online,800,Medium,8,Instant,Kochi,Kerala,9.9312,76.2673,True,True,True,2020-11-26,True
MER003730,Steam Chennai Center,Gaming,5816,Online,1800,Medium,12,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2016-03-20,True
MER003731,Croma Coimbatore Hub,Electronics,5732,Offline,18000,Medium,15,T+2,Coimbatore,Tamil Nadu,11.0168,76.9558,True,False,True,2022-07-08,True
MER003732,Google Play Pune Store,App Store,5815,Online,800,Medium,8,Instant,Pune,Maharashtra,18.5204,73.8567,True,True,True,2021-06-19,True
MER003733,Apollo Pharmacy Bhopal Retail,Pharmacy,5912,Offline,900,Low,2,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2025-10-10,True
MER003734,NGO Donation Bhubaneswar Services,Charity,8398,Online,1200,Medium,10,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2018-03-06,True
MER003735,Crypto Exchange Hyderabad Hub,Crypto,6051,Online,50000,Very High,50,Instant,Hyderabad,Telangana,17.385,78.4867,True,True,True,2018-02-26,True
MER003736,OYO Jaipur Mart,Hotels,7011,Online,3500,Medium,10,T+2,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2017-12-04,True
MER003737,Amazon India Hyderabad Mart,E-Commerce,5942,Online,2500,Low,5,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,True,2017-02-22,True
MER003738,Croma Nagpur Store,Electronics,5732,Offline,18000,Medium,15,T+2,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2021-11-17,True
MER003739,DMart Kochi Retail,Supermarket,5411,Offline,2200,Low,2,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2023-07-01,True
MER003740,DMart Bengaluru Retail,Supermarket,5411,Offline,2200,Low,2,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2020-09-13,True
MER003741,DMart Lucknow Hub,Supermarket,5411,Offline,2200,Low,2,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2019-03-02,True
MER003742,Airtel Recharge Coimbatore Outlet,Telecom,4814,Online,499,Low,2,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2015-02-10,True
MER003743,Rapido Coimbatore Hub,Ride Sharing,4121,Online,180,Low,4,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2022-12-31,True
MER003744,Zomato Jaipur Point,Food Delivery,5812,Online,500,Low,3,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,False,2020-06-09,True
MER003745,Rapido Bengaluru Services,Ride Sharing,4121,Online,180,Low,4,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2024-01-29,True
MER003746,Swiggy Hyderabad Retail,Food Delivery,5812,Online,450,Low,3,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,True,2024-01-25,True
MER003747,OYO Chandigarh Services,Hotels,7011,Online,3500,Medium,10,T+2,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2023-10-01,True
MER003748,IRCTC Kolkata Services,Travel,4112,Online,1800,Low,3,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2024-05-05,True
MER003749,Spotify Bhubaneswar Retail,Streaming,4899,Online,119,Low,2,Recurring,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2020-08-03,True
MER003750,Croma Delhi Services,Electronics,5732,Offline,18000,Medium,15,T+2,Delhi,Delhi,28.6139,77.209,True,True,True,2021-01-27,True
MER003751,Croma Warangal Hub,Electronics,5732,Offline,18000,Medium,15,T+2,Warangal,Telangana,17.9689,79.5941,True,True,True,2019-09-04,True
MER003752,Croma Kochi Hub,Electronics,5732,Offline,18000,Medium,15,T+2,Kochi,Kerala,9.9312,76.2673,True,True,True,2022-08-09,True
MER003753,IRCTC Vijayawada Mart,Travel,4112,Online,1800,Low,3,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2023-09-16,True
MER003754,Air India Bengaluru Mart,Airlines,4511,Online,8500,Medium,10,T+2,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2025-04-07,True
MER003755,Indian Oil Visakhapatnam Hub,Fuel,5541,Offline,3000,Medium,8,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2020-01-14,True
MER003756,Flipkart Ahmedabad Center,E-Commerce,5942,Online,2200,Low,5,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2026-03-21,True
MER003757,Google Play Visakhapatnam Center,App Store,5815,Online,800,Medium,8,Instant,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2023-10-27,True
MER003758,Swiggy Pune Mart,Food Delivery,5812,Online,450,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2016-09-24,True
MER003759,Croma Visakhapatnam Services,Electronics,5732,Offline,18000,Medium,15,T+2,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2017-04-11,True
MER003760,Jio Recharge Chandigarh Center,Telecom,4814,Online,399,Low,2,Instant,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2026-02-24,True
MER003761,DMart Bhubaneswar Point,Supermarket,5411,Offline,2200,Low,2,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2015-02-03,True
MER003762,Air India Coimbatore Outlet,Airlines,4511,Online,8500,Medium,10,T+2,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2015-06-06,True
MER003763,Rolex Boutique Indore Mart,Luxury,5944,Offline,450000,High,40,T+3,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2017-12-15,True
MER003764,Indian Oil Chandigarh Outlet,Fuel,5541,Offline,3000,Medium,8,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2024-11-30,True
MER003765,Rolex Boutique Coimbatore Services,Luxury,5944,Offline,450000,High,40,T+3,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2018-09-09,True
MER003766,PayPal Merchant Coimbatore Outlet,International,4829,Online,15000,High,35,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,False,2019-04-16,True
MER003767,Apple App Store Thiruvananthapuram Point,App Store,5815,Online,1200,Medium,8,Instant,Thiruvananthapuram,Kerala,8.5241,76.9366,True,False,False,2021-09-28,True
